directory	fn	Quality	THRES	HIGHTHRES	NLIM	NLIMHOLES	numWhitePixels	numBlackPixels	ratio	numLargeBlobs	perimeterLength	axisRatio	countLargeHoles	medianLargeHoleAreas	maxLargeHoleAreas	meanDistances	stdDistances	modeDistances	medianDistances	skewnessDistances	erosionslope	frct01	medianEccentricity	medianArea	sumEdgesLow	sumEdgesHigh	areaOverEdgeLow	areaOverEdgeHigh	stdRaw	areaHigh	stdHigh	compactnessCenter	brightnessCenter	blackCoreFraction	intensityKurtosis	intensitySkewness	intensityRatio	skeletonLength	skeletonBranchPoints	skeletonEndPoints	fractalDim	log10Entropy	waveletEntropy	stdRays	lowRays	stdMaxRays	corrGLCM	energyGLCM	meanStd5	meanStd25	ms25over5	ms100over25	numContours
081624_test_pH7.62	DSC_0144.jpg	1	70	200	1400	1000	415023	1475	0.00355402	93	56313	1.295079154	1	1475	1475	547.9494011	209.8332269	677.25	573.1147516	-0.133893954	0.112908923	14	0.812132468	2805.5	0.278001149	0.06360729	3.597107438	15.72146849	61.025282	249708	11.57367217	0.32878173	81.22084825	0.008224141	1.486031524	0.111890206	0.724560282	0.150270741	0.011072199	0.015686777	1.811301394	-2.82E-05	3.12E-05	13.98267269	125.3484608	104.8566861	0.955201537	0.72566545	3.75E-06	7.03E-06	1.875886332	1.38582918	0.001645076
081624_test_pH7.62	DSC_0145.jpg	1	70	200	1400	1000	312819	0	0	68	28197	1.141670105	0	0	0	495.9142561	203.5127493	657.05	546.1071509	-0.392873704	0.077866754	17	0.787406973	2639	0.215841552	0.066727671	4.633028211	14.98628661	61.42596713	240773	11.77616509	0.341707383	83.37201789	0.007864921	1.481908115	-0.203899827	0.716050476	0.118799955	0.008719164	0.014042348	1.795698534	-6.29E-05	4.03E-05	16.13761714	129.5244514	103.285124	0.971514772	0.885092376	3.75E-06	7.78E-06	2.076728039	1.444729378	0.001350122
081624_test_pH7.62	DSC_0146.jpg	1	70	200	1400	1000	539078	5184	0.009616419	115	75858	1.153619658	2	2592	3637	490.4493734	196.1246563	549	502.9757872	-0.275081622	0.118318685	15	0.875886393	3721	0.252244185	0.058801051	3.964412503	17.00649862	60.11072515	266427	11.4143712	0.343186791	83.51434255	0.007827422	1.508368078	0.099945181	0.795632232	0.143302313	0.010909241	0.014471888	1.805115701	-4.50E-05	2.88E-05	13.84708572	127.786791	62.93070544	0.962831341	0.8521772	3.42E-06	6.41E-06	1.872535295	1.394042691	0.001652019
081624_test_pH7.62	DSC_0147.jpg	1	70	200	1400	1000	425376	0	0	87	46710	1.026518108	0	0	0	469.0989341	192.645447	466.4	476.1729498	-0.237657859	0.095617524	16	0.768681905	1421	0.206390852	0.083622405	4.845175986	11.95851763	61.59594434	280854	11.45620301	0.339360466	85.72861986	0.007670154	1.570414944	-0.380896283	0.762428656	0.132440453	0.012185068	0.014786277	1.801916955	-7.85E-06	3.82E-05	20.78522026	140.1241101	133.5065156	0.962565928	0.755407666	4.27E-06	8.86E-06	2.076708045	1.498295282	0.001949611
081624_test_pH7.62	DSC_0148.jpg	1	70	200	1400	1000	462718	0	0	83	59432	1.253533533	0	0	0	397.4933434	174.6938253	433.5	389.7530061	0.152195922	0.106597755	17	0.69723655	969	0.228048117	0.065742343	4.385039499	15.21089696	62.81872885	264236	11.20090438	0.420530776	91.70747623	0.006278928	1.416218265	-0.149684369	0.701389532	0.153772428	0.018421502	0.02025228	1.8105363	-4.82E-05	3.60E-05	18.44799299	121.3352915	67.14553288	0.965574783	0.866073658	3.82E-06	7.51E-06	1.96490572	1.462362463	0.001738184
081624_test_pH7.62	DSC_0149.jpg	1	70	200	1400	1000	475155	8997	0.018934874	97	60797	1.029647719	2	4498.5	5700	457.8964363	175.9488931	490.2	470.4595044	-0.286391768	0.108547527	17	0.828615436	2436	0.2375266	0.055611951	4.210054784	17.98174626	61.05543803	249570	11.02135239	0.404190473	85.71133003	0.006899638	1.460523078	0.076932255	0.761042306	0.136568988	0.010418704	0.014390062	1.822489043	-2.33E-05	3.22E-05	12.39506694	127.3604754	76.87295574	0.96339797	0.825910694	3.36E-06	6.37E-06	1.895903919	1.432290395	0.001322827
081624_test_pH7.62	DSC_0150.jpg	1	70	200	1400	1000	404379	8048	0.019902122	94	53315	1.062215737	1	8048	8048	482.5642226	178.7283267	308.25	479.8301033	-0.13932185	0.108656978	16	0.836802968	3259	0.262293624	0.059363317	3.812521186	16.84541985	61.82230443	248180	11.08159619	0.344953807	84.31447692	0.007733408	1.449160133	0.107366569	0.750563079	0.152459442	0.014305934	0.018592265	1.816300345	-2.32E-05	3.21E-05	14.56559343	124.3646361	43.27280987	0.963655787	0.870632497	3.58E-06	6.70E-06	1.87101649	1.386400124	0.001680689
081624_test_pH7.62	DSC_0151.jpg	1	70	200	1400	1000	443567	0	0	105	55256	1.114810744	0	0	0	481.614463	195.362283	449.5	485.0662185	-0.092571513	0.104175468	16	0.806435585	2204	0.250229515	0.062847799	3.996331133	15.91145617	61.29231081	266536	11.48767614	0.34833267	83.94807004	0.00772084	1.472042859	0.029196902	0.763357624	0.140319848	0.010755189	0.015942841	1.805948113	-3.40E-05	3.08E-05	14.26617031	130.7371082	94.13846011	0.962766929	0.844875811	3.56E-06	6.78E-06	1.901166354	1.39162382	0.001845752
081624_test_pH7.62	DSC_0152.jpg	1	70	200	1400	1000	414331	0	0	93	51900	1.023026638	0	0	0	483.932126	187.9283764	473.1	499.4865334	-0.369969601	0.10431346	16	0.773053166	1696	0.254955577	0.058942944	3.92225192	16.96555912	61.81972089	257553	10.8811424	0.402655079	86.73876606	0.006844963	1.452434418	0.054036502	0.78399808	0.144518444	0.011604768	0.01699198	1.810236996	-5.01E-05	3.21E-05	14.85693447	125.2177204	72.2746171	0.963095969	0.853539501	3.61E-06	6.75E-06	1.870935034	1.397752237	0.001543294
081624_test_pH7.62	DSC_0153.jpg	1	70	200	1400	1000	456500	0	0	98	58940	1.087035327	0	0	0	486.5979461	179.0157337	605.75	498.4864048	-0.276828787	0.108377218	15	0.80985634	3645	0.24578489	0.055894102	4.068598352	17.89097525	60.74553663	250133	11.1673756	0.370728757	84.32182929	0.007418283	1.497275979	0.137936201	0.757166681	0.138379261	0.010091313	0.014563383	1.825653111	-4.02E-05	3.04E-05	15.42908453	120.7027376	51.82520868	0.964891176	0.868072054	3.39E-06	6.40E-06	1.890135486	1.375390342	0.001444134
081624_test_pH7.62	DSC_0154.jpg	1	70	200	1400	1000	354898	1030	0.002902242	83	42862	1.150392323	1	1030	1030	480.5776776	193.6860909	506.75	477.8446946	-0.039885641	0.103607515	15	0.787164512	2408	0.261841483	0.071748464	3.81910455	13.9375807	60.34925409	238500	11.2577966	0.320121587	81.95503338	0.008271961	1.48770376	-0.070054062	0.797246395	0.147195993	0.012716737	0.018757267	1.804829069	-3.95E-05	3.58E-05	17.784263	126.3617593	60.77202596	0.95758691	0.811313633	3.92E-06	7.59E-06	1.933016647	1.395747083	0.002322298
081624_test_pH7.62	DSC_0155.jpg	1	70	200	1400	1000	448116	0	0	97	60729	1.010403465	0	0	0	440.7919888	187.2547307	548.1	447.8374068	-0.097963735	0.110589222	17	0.778735049	3861	0.250446696	0.059311898	3.992865608	16.86002367	62.37987846	255029	11.28829749	0.376274262	87.22064921	0.00711098	1.434667974	0.043071888	0.780223355	0.144627217	0.011909462	0.016056206	1.814262029	-4.33E-05	3.28E-05	14.70785346	129.6378046	48.9910687	0.967035255	0.868749517	3.54E-06	6.62E-06	1.872923118	1.420198856	0.001484113
081624_test_pH7.62	DSC_0156.jpg	1	70	200	1400	1000	456023	0	0	104	60433	1.053935885	0	0	0	440.7988227	182.442692	406.55	431.6891862	-0.00924209	0.107130781	17	0.616220054	850	0.24151086	0.066382886	4.140600544	15.06412367	61.06764346	270381	11.3179179	0.369502073	88.88933718	0.007052958	1.464259946	-0.124648515	0.802530999	0.141805976	0.011645241	0.01619191	1.804880048	-1.92E-05	3.40E-05	16.41267154	131.1984997	106.8789868	0.964160092	0.873396924	3.60E-06	6.94E-06	1.925692497	1.417208219	0.00190368
081624_test_pH7.62	DSC_0157.jpg	1	70	200	1400	1000	479827	0	0	104	65919	1.014916097	0	0	0	429.4127219	176.8524773	461	433.844387	-0.050691719	0.112317565	16	0.78638121	1465	0.23992489	0.06195816	4.167971068	16.13992423	61.21740139	257463	10.78949384	0.392217571	90.3817752	0.006685161	1.460850512	-0.053635209	0.767849379	0.142736214	0.012293201	0.016507538	1.813753385	-5.30E-05	3.39E-05	15.49213985	129.8969429	45.93674166	0.963381743	0.857062378	3.56E-06	6.72E-06	1.89083763	1.414571595	0.00175509
081624_test_pH7.62	DSC_0158.jpg	1	70	200	1400	1000	435349	1001	0.002299305	94	51565	1.073658308	1	1001	1001	484.6446062	175.4827143	439.35	479.8818528	-0.053779244	0.098939701	17	0.616420895	1038	0.231330911	0.067255776	4.322811827	14.86861141	60.92719628	280643	11.31684875	0.328057863	83.65630669	0.007998695	1.467430422	-0.113813733	0.817501414	0.134182875	0.010755133	0.015261052	1.803834167	-9.82E-06	3.24E-05	17.77579961	125.9421748	51.87901724	0.957596424	0.743582626	3.51E-06	7.02E-06	1.997588736	1.397665995	0.001683928
081624_test_pH7.62	DSC_0159.jpg	1	70	200	1400	1000	427858	0	0	79	53100	1.07825756	0	0	0	459.5962588	183.9543799	503.25	470.5480032	-0.176361963	0.104138055	16	0.817794497	2809	0.23159163	0.063062025	4.317945337	15.85740394	60.13291377	248040	11.41819626	0.366108088	84.34891308	0.007474081	1.478853755	0.000146	0.755573516	0.140248758	0.013039574	0.016381788	1.810539994	-7.04E-05	3.35E-05	15.76795343	127.0486115	54.41073372	0.964967604	0.86888985	3.51E-06	6.69E-06	1.907412976	1.404890934	0.00183949
081624_test_pH7.62	DSC_0160.jpg	1	70	200	1400	1000	335971	0	0	77	36905	1.265923197	0	0	0	484.7823817	196.1812333	653.75	493.2898702	-0.095394209	0.091022737	17	0.667180552	1250	0.217755034	0.08063962	4.592316334	12.40085207	60.9452115	262611	11.51059298	0.292389843	79.70843778	0.008855417	1.55934785	-0.339185888	0.745629627	0.133145668	0.012565765	0.016310673	1.792421147	-2.27E-05	4.03E-05	19.16620908	134.7371284	91.34662443	0.959552572	0.782018688	4.00E-06	8.30E-06	2.076503627	1.412955462	0.001858064
081624_test_pH7.62	DSC_0161.jpg	1	70	200	1400	1000	535538	0	0	62	47322	1.238000314	0	0	0	495.2357502	345.4330745	357.5	421.6589082	3.203332398	0.075400625	28	0.888854169	1246	0.226955877	0.059344758	4.406142793	16.850688	62.89109364	385674	9.119121479	0.387453052	83.7339662	0.007276337	1.448578139	-0.338153346	0.583739402	0.142519839	0.013709747	0.01790914	1.815384528	-2.05E-05	2.83E-05	15.79141014	126.6100919	105.9099878	0.973020836	0.86742116	3.04E-06	5.87E-06	1.932717407	1.568585463	0.001496437
081624_test_pH7.62	DSC_0162.jpg	1	70	200	1400	1000	512459	0	0	75	52326	1.24284419	0	0	0	481.3831454	236.007797	287.85	448.1299495	0.210110751	0.089652245	22	0.858515417	1195.5	0.229529037	0.074912979	4.356747251	13.34882175	62.13291345	358129	10.39675648	0.337028313	81.17267996	0.008128701	1.483197472	-0.314325344	0.728001105	0.140092421	0.012633808	0.01747371	1.80763457	-2.65E-05	2.93E-05	18.71629103	133.3670696	105.4063676	0.965401787	0.805613273	3.36E-06	6.66E-06	1.981378587	1.538326298	0.001909487
081624_test_pH7.62	DSC_0163.jpg	1	70	200	1400	1000	446956	0	0	82	56555	1.191233937	0	0	0	477.6362386	217.6905316	726.85	475.6914152	-0.053132971	0.107486643	16	0.833915979	1715	0.268676901	0.071867745	3.721942584	13.91444794	62.54101935	286091	10.62204768	0.402124697	83.14763856	0.007136453	1.389829384	-0.013831204	0.68214797	0.164232108	0.017309357	0.021416125	1.822398072	-4.09E-05	3.09E-05	14.36498342	122.5063977	118.1969763	0.962747266	0.866624253	3.60E-06	6.95E-06	1.930066513	1.466198563	0.001822473
081624_test_pH7.62	DSC_0164.jpg	1	70	200	1400	1000	412576	0	0	94	48537	1.065101162	0	0	0	480.1211725	205.839872	426.3	470.6233477	-0.098361903	0.097116652	16	0.727343714	1165.5	0.25119298	0.068199722	3.981002973	14.66281636	63.74104408	288907	10.72792142	0.383594347	88.71347403	0.006909883	1.385344506	-0.101366436	0.718898784	0.153389817	0.016263989	0.020261294	1.809450462	-1.38E-05	3.27E-05	20.48283723	126.6004415	92.27450404	0.957445948	0.76389927	3.58E-06	7.12E-06	1.987437243	1.445608129	0.001524384
081624_test_pH7.62	DSC_0165.jpg	1	70	200	1400	1000	447888	1002	0.002237166	83	61022	1.103531188	1	1002	1002	434.9997037	192.1516837	352.6	422.367766	0.081361733	0.115546967	14	0.820990948	1668	0.255268037	0.073522884	3.9174509	13.60120751	64.14112085	265110	10.862884	0.413275822	86.24776176	0.006747136	1.35125227	-0.025747244	0.717301024	0.155535144	0.015683919	0.019760417	1.815618659	-5.38E-05	3.44E-05	16.94479859	121.010563	54.08471749	0.965077051	0.865640218	3.56E-06	6.72E-06	1.886863664	1.446177488	0.001534447
081624_test_pH7.62	DSC_0166.jpg	1	70	200	1400	1000	425951	1042	0.002446291	53	41164	1.124521034	1	1042	1042	566.8270188	221.9933814	561.45	583.0297073	-0.240099204	0.084119065	23	0.832087826	1314	0.238657582	0.064741435	4.190103632	15.44605872	61.62517976	322004	10.00317473	0.321254655	79.47352717	0.008502275	1.44830134	-0.226247249	0.672981828	0.132735757	0.008294585	0.013912956	1.815238707	-3.46E-05	3.13E-05	16.22599005	132.2560307	65.51232706	0.971008986	0.87109399	3.50E-06	6.73E-06	1.921725169	1.481016798	0.001522867
081624_test_pH7.62	DSC_0167.jpg	1	70	200	1400	1000	415569	0	0	75	45865	1.056884026	0	0	0	527.0124397	211.9671207	812.25	500.7675667	-0.213994145	0.095277559	18	0.86425573	1520	0.240207759	0.075249165	4.163062866	13.28918397	62.23915884	300717	10.79820374	0.359377735	83.40510066	0.007644121	1.425480593	-0.158435897	0.69119457	0.141345905	0.012175715	0.017675711	1.805788672	-4.22E-05	3.19E-05	17.0211074	129.5623856	60.86298662	0.966005581	0.843084776	3.64E-06	7.19E-06	1.976933434	1.451993117	0.001877457
081624_test_pH7.62	DSC_0168.jpg	1	70	200	1400	1000	413252	0	0	74	44802	1.083648635	0	0	0	494.7977068	213.6009009	731.35	490.488554	-0.123437168	0.095263665	16	0.841721324	1421	0.24312547	0.065018763	4.113102592	15.38017569	62.13469253	281132	10.60604899	0.376297027	83.22929531	0.007444841	1.406157583	-0.042634475	0.678285901	0.144602406	0.012962856	0.018113024	1.807932704	-3.49E-05	3.16E-05	14.18314186	125.3472885	102.0892663	0.967792203	0.865692411	3.46E-06	6.69E-06	1.934502606	1.446924663	0.001596383
081624_test_pH7.62	DSC_0169.jpg	1	70	200	1400	1000	420396	1140	0.002711729	46	39042	1.03589703	1	1140	1140	496.116305	224.9948969	712.8	484.9081275	-0.205411928	0.082001732	23	0.858370837	1810	0.25684222	0.068226542	3.893440877	14.6570524	62.69590763	320115	9.97473907	0.365313917	79.78764224	0.007901934	1.39457506	-0.199733576	0.629356647	0.155750018	0.016099012	0.023262077	1.813220039	-4.16E-05	3.14E-05	14.13740765	129.4434869	194.3152616	0.965978286	0.826125393	3.57E-06	7.08E-06	1.982365895	1.556205538	0.001819169
081624_test_pH7.62	DSC_0170.jpg	1	70	200	1400	1000	358251	1729	0.004826225	55	36044	1.046874419	1	1729	1729	521.9583548	244.1896644	761.15	528.8159823	-0.234080611	0.085859356	19	0.771658891	1012.5	0.269891748	0.063899825	3.705189237	15.64949506	62.68872375	273920	10.38671747	0.348108065	83.02157323	0.007813259	1.38737342	-0.024116	0.678763413	0.159251445	0.017050588	0.022301496	1.820812195	-1.83E-05	3.25E-05	15.26530572	126.798088	95.9406467	0.964224875	0.868189298	3.66E-06	7.11E-06	1.941299215	1.46026059	0.001754653
081624_test_pH7.62	DSC_0171.jpg	1	70	200	1400	1000	414548	1051	0.002535291	66	46052	1.12631391	1	1051	1051	482.1166492	228.5887877	758.4	456.256625	0.014505167	0.096557455	19	0.856468819	1332	0.256976744	0.067066054	3.891402715	14.91067308	63.03339901	287073	10.40872757	0.369271293	79.22252728	0.007915676	1.397928309	-0.10901632	0.648739909	0.155205294	0.016287912	0.020723907	1.826286756	-1.86E-05	3.30E-05	13.76838751	128.8642281	112.8715187	0.95269792	0.726275005	3.70E-06	7.06E-06	1.90869789	1.482531052	0.001711027
081624_test_pH7.62	DSC_0172.jpg	1	70	200	1400	1000	408695	0	0	69	52055	1.137487958	0	0	0	484.5862513	203.2153851	489.5	473.6585605	-0.056799695	0.103600729	18	0.857095886	1175	0.269966444	0.060002799	3.70416407	16.66588924	62.97647173	260984	10.18488885	0.379650335	79.06860412	0.007797002	1.374747368	0.034459073	0.628625252	0.163084225	0.017373776	0.022420657	1.800306236	-3.01E-05	3.34E-05	12.57843931	122.074883	94.81716409	0.957395744	0.830508932	3.60E-06	6.88E-06	1.914140695	1.486749168	0.001223757
081624_test_pH7.62	DSC_0173.jpg	1	70	200	1400	1000	372593	6148	0.016500578	34	20539	1.214454	2	3074	3945	589.1734005	197.0904547	607.05	611.5490466	-0.525635439	0.057479072	23	0.753549878	878	0.157271254	0.099737425	6.358441074	10.02632662	52.10202958	354728	10.04174052	0.174058011	69.33649783	0.011902096	3.173635708	-1.27181668	0.901450465	0.111526904	0.008614335	0.012735765	1.792457736	-3.96E-05	4.33E-05	16.12046329	162.4684578	143.5135185	0.975714149	0.89768118	4.08E-06	9.55E-06	2.337908969	1.637081008	0.001992285
081624_test_pH7.62	DSC_0174.jpg	1	70	200	1400	1000	461336	2678	0.00580488	75	46688	1.256293328	2	1339	1457	547.0963478	236.6201634	645.75	601.6056407	-0.410296622	0.090159233	17	0.834761395	1630.5	0.232395936	0.07947288	4.30300123	12.58290878	61.56090034	338771	10.39158792	0.407661207	83.58926667	0.007021176	1.486941254	-0.300920235	0.701311056	0.150705749	0.017597566	0.02034834	1.803938409	-2.22E-05	3.02E-05	16.18406942	126.4491748	91.09569209	0.969841962	0.849601271	3.99E-06	8.29E-06	2.076077138	1.442948303	0.001820627
081624_test_pH7.62	DSC_0175.jpg	1	70	200	1400	1000	555675	9537	0.01716291	28	34191	1.112588864	6	1641	2353	667.2760504	241.9574238	813.6	773.0703663	-0.904003839	0.066846268	23	0.750266254	971	0.229674443	0.080195734	4.353989002	12.4694912	60.18469459	454612	10.19955808	0.33581858	80.65457728	0.008193453	1.579311197	-0.409827181	0.648822518	0.140966975	0.010730155	0.016464788	1.815004978	-4.44E-05	2.43E-05	16.02215718	136.3198251	176.3642875	0.972373464	0.852450981	3.26E-06	6.52E-06	1.998143593	1.503553104	0.002094511
081624_test_pH7.62	DSC_0176.jpg	1	70	200	1400	1000	609908	2036	0.003338208	130	80011	1.101992976	1	2036	2036	473.0788235	179.4685064	461.35	477.8166511	-0.195320882	0.110718502	16	0.815996439	2090.5	0.237428629	0.06050507	4.211791994	16.52754071	61.49207504	302648	11.61695219	0.393297414	88.45092437	0.006801346	1.456267622	0.064370114	0.766829867	0.155352167	0.017269905	0.018116702	1.818333858	-3.51E-05	2.65E-05	14.42459354	125.7762883	74.5022984	0.967585173	0.848408311	3.07E-06	5.87E-06	1.911001973	1.405386514	0.001780049
081624_test_pH7.62	DSC_0177.jpg	1	70	200	1400	1000	451164	2169	0.004807564	96	60292	1.059356935	1	2169	2169	528.3089673	210.6418883	757	530.4808999	-0.337480809	0.114836512	13	0.799862401	1431	0.259364462	0.068391701	3.855578336	14.621657	62.64278831	272042	11.36990926	0.372442768	78.65272572	0.007926634	1.410771398	0.136387196	0.657822693	0.141605252	0.009902895	0.014470893	1.833373852	-3.69E-06	2.99E-05	14.00535033	117.9917081	107.2018838	0.957132995	0.718267617	3.52E-06	6.82E-06	1.939819986	1.411685521	0.001193104
081624_test_pH7.62	DSC_0178.jpg	1	70	200	1400	1000	407979	0	0	65	47878	1.09567168	0	0	0	629.1419677	229.8821438	791.4	696.9183827	-0.647063545	0.102748181	14	0.807693075	1506	0.324063389	0.076980029	3.085816024	12.99038224	61.93108377	289015	11.40998784	0.34069624	79.24525164	0.008250807	1.435914636	0.156874524	0.637059605	0.191085785	0.02101454	0.026280356	1.823258811	-1.93E-05	2.66E-05	14.46786108	117.362032	111.4147243	0.94856118	0.66394606	3.64E-06	6.76E-06	1.856435281	1.423646053	0.002154576
081624_test_pH7.62	DSC_0179.jpg	1	70	200	1400	1000	489314	2065	0.004220194	95	61986	1.019451348	1	2065	2065	539.2218738	233.8000871	789.75	573.782622	-0.350460434	0.109295054	14	0.813930044	2361	0.27265896	0.067666665	3.667585325	14.77832554	59.18917681	289099	11.35950474	0.374726455	84.98134723	0.007312639	1.51921266	0.115002951	0.723802697	0.155652259	0.013798357	0.017951485	1.814114772	-2.85E-05	2.58E-05	11.82338649	125.7840451	188.1050663	0.958448023	0.836767471	3.51E-06	6.46E-06	1.840192056	1.400955429	0.001956518
081624_test_pH7.62	DSC_0180.jpg	1	70	200	1400	1000	426967	1141	0.002672338	102	54891	1.13341981	1	1141	1141	574.294149	226.2372061	808.5	577.9739253	-0.345852618	0.108444212	14	0.862952653	1948	0.277907089	0.063426938	3.598324912	15.76617167	60.47891141	271966	11.02678475	0.332099885	80.90750732	0.008209666	1.493420313	0.175678733	0.722786915	0.14741388	0.010349657	0.01557195	1.801929912	-2.00E-05	2.76E-05	11.81585719	126.6431825	172.6991877	0.956862006	0.826435907	3.56E-06	6.79E-06	1.909771879	1.379760563	0.001384475
081624_test_pH7.62	DSC_0181.jpg	1	70	200	1400	1000	419322	4859	0.011587754	81	55886	1.431141817	2	2429.5	2559	514.3448198	233.6693423	731.5	507.6587273	-0.154827095	0.119227706	10	0.841034639	1174.5	0.283838574	0.105187862	3.523129315	9.506800328	58.65860068	251017	12.16336483	0.322285178	79.2991119	0.008504764	1.543335479	-0.164210531	0.785049162	0.159126086	0.012874074	0.016378178	1.819031816	-6.29E-05	3.45E-05	15.36451848	124.7040264	116.2091884	0.955571147	0.856289774	4.19E-06	7.73E-06	1.843921571	1.346693103	0.003087866
081624_test_pH7.62	DSC_0182.jpg	1	70	200	1400	1000	521019	0	0	124	66587	1.073939882	0	0	0	501.4951834	216.6888845	519.4	501.4364704	0.001893275	0.106288446	16	0.704534994	1165	0.242084737	0.066078875	4.130785006	15.13342966	60.73798297	314698	11.70285635	0.375814731	88.12798536	0.007047405	1.493209674	-0.026334391	0.784691248	0.13656977	0.010490036	0.014758849	1.800433943	-2.95E-05	2.67E-05	14.00179189	128.4127504	94.98831907	0.966344036	0.855130784	3.43E-06	6.75E-06	1.967621296	1.366021618	0.00186768
081624_test_pH7.62	DSC_0183.jpg	1	70	200	1400	1000	483725	0	0	118	61233	1.100944083	0	0	0	480.8490146	190.3873365	469.2	483.6869373	-0.131526821	0.103239237	16	0.567914013	1057	0.262069579	0.058435634	3.815780549	17.11284586	62.81070907	284383	11.37314627	0.403736741	91.47875803	0.00647108	1.42933638	0.037838737	0.790619431	0.162237408	0.019181402	0.02312617	1.819501382	-4.58E-05	2.92E-05	14.2612082	128.6892025	59.70955538	0.956210484	0.732985402	3.35E-06	6.41E-06	1.914524853	1.411188298	0.001637771
081624_test_pH7.62	DSC_0184.jpg	1	70	200	1400	1000	649653	0	0	124	85082	1.067073455	0	0	0	442.7339313	178.0169206	437.25	444.6346804	-0.065411302	0.110651532	15	0.544747128	728	0.215897649	0.049113629	4.631824408	20.36094717	63.03643134	297852	11.78168424	0.460194669	92.43699512	0.005769799	1.431961221	0.179792344	0.777118258	0.138689584	0.013778479	0.014481426	1.828112052	-2.90E-05	2.63E-05	14.73555872	124.2947116	43.22869034	0.967513366	0.844320118	2.82E-06	5.40E-06	1.918600258	1.430823948	0.000875457
081624_test_pH7.62	DSC_0185.jpg	1	70	200	1400	1000	509502	1644	0.00322668	105	64611	1.269979182	1	1644	1644	459.3747374	205.3335533	567.55	458.3478137	0.05067888	0.108367779	16	0.716740447	2095	0.257578344	0.055739855	3.882313962	17.94048441	62.0610022	271067	11.45127553	0.448904238	92.27009692	0.00591494	1.451463324	0.124943809	0.732718405	0.167575046	0.022308005	0.023923709	1.806604045	-3.80E-05	2.87E-05	14.43253537	122.3515569	91.38534631	0.961618201	0.835175506	3.19E-06	5.97E-06	1.872295294	1.432339414	0.001495071
081624_test_pH7.62	DSC_0186.jpg	1	70	200	1400	1000	560775	0	0	154	72092	1.116226161	0	0	0	483.1188719	200.9141277	510.15	487.0533206	-0.030605186	0.107011012	16	0.818508424	4872	0.227013033	0.049540544	4.405033439	20.18548688	60.87027369	281113	11.98302671	0.428429337	90.05272413	0.00629299	1.530064076	0.195481013	0.791994586	0.12978087	0.010178914	0.014088367	1.820635997	-2.34E-05	2.59E-05	12.89965536	123.8936865	72.49980647	0.961347558	0.791762451	3.07E-06	6.00E-06	1.952050466	1.402518346	0.001163238
081624_test_pH7.62	DSC_0187.jpg	1	70	200	1400	1000	549905	0	0	127	78529	1.16707679	0	0	0	465.8219727	187.4455022	482.3	470.3245348	-0.091583576	0.114948582	17	0.781110152	2104.5	0.250240439	0.049905787	3.996156674	20.03775626	62.82751332	280436	11.53939417	0.425137264	89.47888915	0.00636498	1.451870732	0.16607923	0.756071324	0.1599262	0.019469415	0.021100965	1.826056722	-3.03E-05	2.75E-05	12.62161358	124.9628511	53.93560522	0.963823666	0.870472763	3.15E-06	5.86E-06	1.857399457	1.428756563	0.001378843
081624_test_pH7.62	DSC_0188.jpg	1	70	200	1400	1000	359954	5097	0.014160143	26	30751	1.281027656	3	1706	2145	540.5785856	226.340444	727.55	606.4166724	-0.550267324	0.088323508	16	0.881052665	1255	0.271363281	0.102379955	3.68509696	9.767537019	61.5054601	291876	10.34309303	0.296984793	74.47866118	0.009397265	1.55495051	-0.41349684	0.690478771	0.157754855	0.012076615	0.018849751	1.847914781	-5.09E-05	3.85E-05	13.45148842	139.2731893	173.2867482	0.958163777	0.819590737	4.30E-06	7.95E-06	1.849588963	1.456183446	0.002322954
081624_test_pH7.62	DSC_0189.jpg	1	70	200	1400	1000	493764	1050	0.002126522	88	55496	1.231754982	1	1050	1050	420.6163309	203.7209503	412.05	395.8255035	0.475378888	0.09714317	16	0.683952242	1187	0.19398503	0.060304482	5.155036974	16.58251528	65.59054781	283316	11.12528559	0.48428709	95.87554611	0.005317644	1.357019364	-0.166678428	0.652624675	0.126444265	0.01212217	0.013987487	1.841439227	-2.59E-05	3.57E-05	19.95756506	122.1815443	218.0247263	0.961388417	0.762844357	3.19E-06	6.66E-06	2.088263982	1.552790282	0.000933457
081624_test_pH7.62	DSC_0190.jpg	1	70	200	1400	1000	569068	1038	0.001824035	120	64549	1.156654388	1	1038	1038	484.0265818	203.7297756	530.75	490.7484171	-0.101685873	0.096394807	16	0.488868069	941.5	0.220672458	0.073487777	4.531603128	13.60770511	61.55115535	360347	10.85163608	0.401435689	92.83959922	0.006399377	1.481672946	-0.237079681	0.8299511	0.143492559	0.014158229	0.017044419	1.817482567	-3.02E-05	2.74E-05	15.44605125	134.6909589	72.84768893	0.971497466	0.884697043	3.22E-06	6.40E-06	1.986103642	1.412556948	0.002010549
081624_test_pH7.62	DSC_0191.jpg	1	70	200	1400	1000	560269	0	0	136	77731	1.171073214	0	0	0	498.8793657	203.9885429	521.45	503.6672044	-0.079230151	0.113282905	15	0.756125381	1063	0.25402842	0.060265597	3.93656742	16.59321478	60.13197485	290630	11.43567769	0.374682698	87.81306448	0.00707624	1.505977576	0.090753444	0.790616894	0.150275768	0.014384099	0.017659605	1.809674534	-5.28E-06	2.60E-05	13.28862105	127.4993264	79.67519562	0.964773816	0.870209485	3.28E-06	6.16E-06	1.878312842	1.374088351	0.001982972
